Doctor ID,Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration,MBBS,FCPS,BCS,MD,MS,MCPS,CCD,PGT,BDS,MPH,location
1852,Asst. Prof. Dr. Shakhawat Alam,"['MBBS', 'FCPS']",Pediatrician,16,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Acidity In Children', 'Adopted Child Syndrome Treatment', 'Advanced Pediatric Life Support (Apls)', 'Arthritis In Children', 'Asthma In Children', 'Auto-Immune Diseases In Children', 'Behaviour Problem In Children', 'Behavioural Disorders In Children', 'Blood Disorders In Children', 'Bone Marrow Transplant(Pediatrics)', 'Child And Adolescent Problems', 'Exchange Transfusion (Pediatric)', 'General Pediatrics', 'Child Birth Education']",1,1,0,0,0,0,0,0,0,0,DHAKA-1205
1853,Dr. Sujit Kumar Roy,"['MBBS', 'DCH']",Pediatrician,11,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Acidity In Children', 'Adopted Child Syndrome Treatment', 'Advanced Pediatric Life Support (Apls)', 'Arthritis In Children', 'Asthma In Children', 'Behaviour Problem In Children', 'Bone Marrow Transplant(Pediatrics)', 'Exchange Transfusion (Pediatric)', 'General Pediatrics', 'Health Checkup (Pediatric)', 'Behavioural Disorders In Children']",1,0,0,0,0,0,0,0,0,0,DHAKA-1205
1854,Dr. Pradip Malakar,"['MBBS', 'BCS', 'MCPS', 'MD', ' THESIS PART)', 'FCPS', ' FP)', 'CCD']",Pediatrician,17,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Malnutrition', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Growth & Development']",1,1,1,1,0,1,1,0,0,0,DHAKA-1100
1855,Dr. Prahlad Kumar Pal,"['MBBS', 'BCS', 'D-ORTHO']",Orthopedic Surgeon,16,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Arthritis', 'Arthroscopy', 'Fracture Fixation', 'Joint Resurfacing', 'Meniscus Tear', 'Osteoporosis Treatment', 'Rotator Cuff Repair', 'Shoulder Bursitis', 'Shoulder Fractures', 'Spinal Decompression', 'Spinal Disc Replacement', 'Spinal Fusion', 'Tendon Repair', 'Total Joint Replacement', 'Ligament Reconstruction']",1,0,1,0,0,0,0,0,0,0,DHAKA-1100
1856,Asst. Prof. Dr. Badius Salam Riad,"['MBBS', 'MPH']",Oncologist,23,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Adnexal Tumors', 'Adrenal Cancer', 'Bladder Cancer', 'Bone-Marrow Transfusion', 'Colorectal Cancer', 'Gastrointestinal Stromal Tumors (Gist)', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Neuroblastoma', 'Pediatric Oncology', 'Salivary Gland Tumors', 'Soft Tissue Sarcoma', 'Thymic Carcinoma', 'Neuroendocrine Tumors (Nets)']",1,0,0,0,0,0,0,0,0,1,DHAKA-1100
1857,Dr. Tanvir Haydar Chowdhury,"['MBBS', 'D-ORTHO']",Orthopedic Surgeon,17,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Arthritis', 'Arthroscopy', 'Fracture Fixation', 'Joint Resurfacing', 'Meniscus Tear', 'Osteoporosis Treatment', 'Rotator Cuff Repair', 'Shoulder Bursitis', 'Shoulder Fractures', 'Spinal Decompression', 'Spinal Disc Replacement', 'Spinal Fusion', 'Tendon Repair', 'Total Joint Replacement', 'Ligament Reconstruction']",1,0,0,0,0,0,0,0,0,0,DHAKA-1100
1858,Dr. Omar Siddiqui,"['MBBS', 'FCPS']","General Surgeon
Colorectal & Laparoscopic Surgeon",17,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Appendix Removal', 'Colon Resection', 'Colonoscopy', 'Cyst & Lipoma Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Laparoscopic Surgery', 'Liver Biopsy', 'Lymph Node Biopsy', 'Minor Surgery', 'Perianal Abscess Drainage', 'Robotic Surgery', 'Skin Lesion Excision & Biopsy', 'Whipple Procedure']",1,1,0,0,0,0,0,0,0,0,DHAKA-1100
1859,Prof. Dr. Firoz Ahmed Khan,"['MBBS', 'DM', 'MPH']","Dermatologist
Medicine Specialist",28,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,1,DHAKA-1100
1860,Asst. Prof. Dr. Md. Harishuddin,"['MBBS', 'MS']",Urologist,22,Doctors Clinic & Hospital Ltd., Dhaka-1100,"['Bladder Control Problems', 'Cystocele', 'Epididymitis', 'Erectile Dysfunction (Ed)', 'Hydronephrosis', 'Kidney Stones', 'Neurogenic Bladder', ""Peyronie'S Disease"", 'Prostate Problems', 'Pyelonephritis', 'Testicular Cancer', 'Ureteral Stricture', 'Urinary Tract Infections', 'Urologic Diseases', 'Orchitis']",1,0,0,0,1,0,0,0,0,0,DHAKA-1100
1861,Prof. Dr. Md. Imnul Islam Imon,"['MBBS', 'FCPS', 'MD']",Pediatrician,24,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Allergy Testing', 'Bone Marrow Transplant(Pediatrics)', 'Congenital Disabilities', 'Exchange Transfusion (Pediatric)', 'Infectious Diseases', 'Jaundice', 'Metabolic Disorders', 'Seizure Disorders', 'Viral Fever Treatment', 'New Born Care', 'Pneumonia Treatment']",1,1,0,1,0,0,0,0,0,0,DHAKA-1205
1862,Asst. Prof. Dr. Sadika Kader,"['MBBS', 'MD']",Pediatrician,17,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Acidity In Children', 'Adopted Child Syndrome Treatment', 'Advanced Pediatric Life Support (Apls)', 'Arthritis In Children', 'Asthma In Children', 'Behaviour Problem In Children', 'Behavioural Disorders In Children', 'Blood Disorders In Children', 'Cancer In Children', 'Child And Adolescent Problems', 'Child Birth Education', 'Bone Marrow Transplant(Pediatrics)']",1,0,0,1,0,0,0,0,0,0,DHAKA-1205
1863,Dr. Tauba Sultana,"['MBBS', 'PGT', 'DCH']",Pediatrician,10,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Acidity In Children', 'Adopted Child Syndrome Treatment', 'Arthritis In Children', 'Asthma In Children', 'Auto-Immune Diseases In Children', 'Behaviour Problem In Children', 'Behavioural Disorders In Children', 'Blood Disorders In Children', 'Bone Marrow Transplant(Pediatrics)', 'Child And Adolescent Problems', 'Child Birth Education', 'Child Nutrition', 'Advanced Pediatric Life Support (Apls)']",1,0,0,0,0,0,0,1,0,0,DHAKA-1205
1864,Prof. Dr. Md. Zahid Hussain,"['MBBS', 'FCPS', 'MD', 'MD']",Pediatric Cardiologist,22,Central Hospital Limited, Dhaka-1205,"['Aortic Coarctation', 'Aortic Valve Stenosis', 'Arrhythmias', 'Cardiac Catheterization', 'Cardiomyopathy', 'Cardioversion', 'Congenital Heart Disease', 'Endocarditis', 'Heart Conditions', 'Hypoplastic Left Heart Syndrome (Hlhs)', 'Kawasaki Disease', 'Paediatric Critical Care', 'Pulmonary Artery Stenosis', 'Resynchronization', 'Heart Murmurs']",1,1,0,1,0,0,0,0,0,0,DHAKA-1205
1865,Assoc. Prof. Dr. Madhusudan Paul,"['MBBS', 'MS']","Pediatrician
Orthopedist",20,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Advanced Pediatric Life Support (Apls)', 'Bone Marrow Transplant(Pediatrics)', 'Dentofacial Orthopedics', 'Exchange Transfusion (Pediatric)', 'Functional Orthopedics', 'General Orthopedic Clinic', 'Jaw Orthopedics', 'Lingual Orthodontics', 'Health Checkup (Pediatric)']",1,0,0,0,1,0,0,0,0,0,DHAKA-1205
1866,Prof. Dr. Sajal Majumdar,"['MBBS', 'MS']",Pediatric Surgeon,24,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Acidity In Children', 'Adopted Child Syndrome Treatment', 'Advanced Pediatric Life Support (Apls)', 'Appendicitis', 'Asthma In Children', 'Auto-Immune Diseases In Children', 'Bone Marrow Transplant(Pediatrics)', 'Exchange Transfusion (Pediatric)', 'Health Checkup (Pediatric)', ""Hirschsprung'S Disease"", 'Congenital Diaphragmatic Hernia']",1,0,0,0,1,0,0,0,0,0,DHAKA-1205
1867,Prof. Dr. Md. Arifur Rahman,"['MBBS', 'MS']",Pediatric Surgeon,23,Central Hospital Limited, Dhaka-1205,"['Abdominoperineal Resection (Pediatric)', 'Achalasia', 'Acidity In Children', 'Adnexal Tumors', 'Adopted Child Syndrome Treatment', 'Adrenal Cancer', 'Advanced Pediatric Life Support (Apls)', 'Arthritis In Children', 'Asthma In Children', 'Behavioural Disorders In Children', 'Benign Adrenal Tumors', 'Bone Marrow Transplant(Pediatrics)', 'Colon Polyps', 'Exchange Transfusion (Pediatric)', 'Appendicitis']",1,0,0,0,1,0,0,0,0,0,DHAKA-1205
1868,Prof. Dr. Md. Moniruzzaman Khan,"['MBBS', 'FRCP']",Physical Medicine,23,Central Hospital Limited, Dhaka-1205,"['Adolescent Medicine', 'Aesthetic Medicine', 'Cardiac Medicine', 'Cognitive Remediation Therapy (Crt)', 'Critical Care Medicine', 'Family Medicine', 'Fetal Medicine', 'Fetomaternal Medicine', 'General Medicine', 'Geriatric Medicine', 'Immediate Dentures', 'Kidney Medicine', 'Lung & Mediastinal Tumors', 'Maternal Fetal Medicine', 'Medical Emergencies', 'Medical Peels', 'Medical Advisor']",1,0,0,0,0,0,0,0,0,0,DHAKA-1205
1869,Asst. Prof. Dr. Md. Mahbubur Rahman Masum,"['MBBS', 'FCPS']",Plastic Surgeon,17,Central Hospital Limited, Dhaka-1205,"['Acne Treatment', 'Birthmark Reduction', 'Body Contouring Surgery', 'Burn Scar Reconstruction', 'Cosmetic Surgery', 'Dermatosurgery', 'Hand Deformities', 'Lip Reconstruction', 'Liposuction', 'Nose Piercing', 'Reconstructive Surgery', 'Rhinoplasty', 'Vascular Malformation Treatment', 'Webbed Fingers / Toes Correction', 'Acell Matrix Hair Transplantation']",1,1,0,0,0,0,0,0,0,0,DHAKA-1205
1870,Dr. Mohammad Abul Kalam Azad,"['MBBS', 'MS', 'BCS']",Plastic Surgeon,16,Central Hospital Limited, Dhaka-1205,"['Acne Treatment', 'Birthmark Reduction', 'Body Contouring Surgery', 'Burn Scar Reconstruction', 'Cosmetic Surgery', 'Dermatosurgery', 'Ear & Nose Piercing', 'Lip Reconstruction', 'Liposuction', 'Reconstructive Surgery', 'Rhinoplasty', 'Vascular Malformation Treatment', 'Webbed Fingers / Toes Correction', 'Hand Deformities']",1,0,1,0,1,0,0,0,0,0,DHAKA-1205
1871,Prof. Dr. Salahuddin Kawser Biplob,"['MBBS', 'M.PHIL', 'MD']",Psychiatrist,24,Central Hospital Limited, Dhaka-1205,"['Abnormal', 'Abnormal', ' Unusual', ' Strange Behavior', 'Anger Management', 'Antisocial Behavior', 'Autism', 'Bipolar Disorder Treatment', 'Child Psychiatry', 'Drug Abuse & De-Addiction Therapy', 'Insomnia Treatment', 'Obsessive Compulsive Disorder (Ocd) Treatment', 'Pre Marital Problems', 'Sexual Problems', 'Suicidal Behavior', 'Withdrawal Symptoms Management', 'Family Counseling']",1,0,0,1,0,0,0,0,0,0,DHAKA-1205
1872,Prof. Dr. Motior Rahman,"['MBBS', 'FRCS', 'FACS', 'FICS', 'DIP', 'MS']",General Surgeon,25,Central Hospital Limited, Dhaka-1205,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Atrial Septal Defect Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery']",1,0,0,0,1,0,0,0,0,0,DHAKA-1205
1873,Prof. Dr. Md. Abdullah-Al-Amin,"['MBBS', 'FCPS', 'FRCS', 'FACS (USA)']",General Surgeon,24,Central Hospital Limited, Dhaka-1205,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery', 'Biliary Bypass Surgery', 'Body Contouring Surgery', 'Bowel Resection Surgery', 'Brain Aneursym Surgery']",1,1,0,0,0,0,0,0,0,0,DHAKA-1205
1874,Prof. Dr. Md. Kamruzzaman Khan,"['MBBS', 'FCPS', 'MS', 'FACS (USA)', 'SAGES (USA)']",General Surgeon,25,Central Hospital Limited, Dhaka-1205,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Bariatric (Gastric Bypass) Surgery', 'Bariatric Surgery', 'Body Contouring Surgery', 'Brain Surgery', 'Aortic Valve Surgery']",1,1,0,0,1,0,0,0,0,0,DHAKA-1205
1875,Prof. Dr. Md. Burhan Uddin Khan,"['MBBS', 'FCPS', 'MRCS (EDINBURGH)', 'MRCS (UK)', 'FMAS']",General Surgeon,25,Central Hospital Limited, Dhaka-1205,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Anuerysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Aqueductal Stenosis Surgery', 'Arthoscopic Surgery', 'Atrial Fibrillation Surgery', 'Bariatric Surgery', 'Biliary Bypass Surgery', 'Body Contouring Surgery', 'Bariatric (Gastric Bypass) Surgery']",1,1,0,0,0,0,0,0,0,0,DHAKA-1205
1876,Prof. Dr. Azfar Uddin Shaikh,"['MBBS', 'MD', 'MS', 'FELLOW IN UROLOGY (USA)']",Urologist,24,Central Hospital Limited, Dhaka-1205,"['Blood In Urine', 'Blood In Urine (Hematuria) Treatment', 'Body Contouring Surgery', 'Earlobe Suturing', 'Genito Urinary Cancer', 'Genitourinary Cancers', 'Genitourinary Malignancies', 'Urinary Bladder', 'Urinary Diversion', 'Urinary Fistula', 'Urinary Incontinence (Ui)', 'Urinary Incontinence (Ui) Treatment', 'Urinary Leakage', 'Urinary Tract Infection (Uti)', 'Urinary Tract Infections']",1,0,0,1,1,0,0,0,0,0,DHAKA-1205
1877,Dr. Md. Waiduzzaman,"['MBBS', 'MS']",Urologist,15,Central Hospital Limited, Dhaka-1205,"['Blood In Urine', 'Blood In Urine (Hematuria) Treatment', 'Body Contouring Surgery', 'Earlobe Suturing', 'Genito Urinary Cancer', 'Genitourinary Cancers', 'Genitourinary Malignancies', 'Urinary Bladder', 'Urinary Diversion', 'Urinary Fistula', 'Urinary Incontinence (Ui)', 'Urinary Leakage', 'Urinary Tract / Bladder Stones Treatment', 'Urinary Tract Infections', 'Urinary Tract Infections', 'Urinary Tract Obstruction', 'Urinary Tract Infection (Uti)']",1,0,0,0,1,0,0,0,0,0,DHAKA-1205
1878,Prof. Dr. Khandaker Md. Nurul Arifin,"['MBBS', 'MS']",Orthopedic Surgeon,23,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Dentofacial Orthopedics', 'Functional Orthopedics', 'General Orthopedic Clinic', 'Jaw Orthopedics', 'Lingual Orthodontics', 'Orthodontics', 'Orthographic Surgery', 'Orthopaedic Diseases', 'Orthopedic In Pitampura', 'Orthopedic Physical Therapy', 'Orthopedic Physiotherapy', 'Orthopedic Surgery', 'Orthotic Splints', 'Paediatrics - Ortho']",1,0,0,0,1,0,0,0,0,0,NARAYANGANJ-1400
1879,Dr. Golam Morshed,"['MBBS', 'CCD', 'DM', 'MCGP', 'PGT']",Medicine Specialist,10,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Adolescent Medicine', 'Aesthetic Medicine', 'Cardiac Medicine', 'Cognitive Remediation Therapy (Crt)', 'Critical Care Medicine', 'Family Medicine', 'Fetal Medicine', 'Fetomaternal Medicine', 'General Medicine', 'Geriatric Medicine', 'Immediate Dentures', 'Kidney Medicine', 'Lung & Mediastinal Tumors', 'Mediastinal Tumor']",1,0,0,0,0,0,1,1,0,0,NARAYANGANJ-1400
1880,Dr. Jhuma Saha,"['MBBS', 'DCH']",Pediatrician & Neonatologist,15,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Allergy Testing', 'Asthma', 'Auto-Immune Diseases In Children', 'Child Nutrition', 'Child Trauma & Injuries', 'Health Checkup (Pediatric)', 'Infectious Diseases', 'Malnutrition', 'New Born Care', 'Pediatric Emergencies', 'Pediatric Intensive Care Unit (Picu)', 'Pneumonia Treatment', 'Vaccination/ Immunization', 'Viral Fever Treatment', 'Growth & Development']",1,0,0,0,0,0,0,0,0,0,NARAYANGANJ-1400
1881,Dr. A. B. M. Manirul Alam,"['MBBS', 'BCS', 'M.PHIL']",Radiologist,23,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Breast Ultrasound', 'Computed Tomography (Ct)', 'Enchondroma', 'Gallbladder Cancer', 'Interventional Diagnostic', 'Magnetic Resonance Imaging (Mri)', 'Osteochondroma', 'Pancreatic Cancer', 'Pelvic Ultrasound', 'Positron Emission Tomography (Pet)', 'Pregnancy Ultrasound', 'Vascular Imaging', 'X-Rays', 'Chest Radiology']",1,0,1,0,0,0,0,0,0,0,NARAYANGANJ-1400
1882,Dr. Halder Kumar Golap,"['MBBS', 'FCPS', 'FICS (USA)']","General Surgeon
Colorectal & Laparoscopic Surgeon",18,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Appendix Removal', 'Bariatric Surgery', 'Colonoscopy', 'Colorectal Surgery', 'Ectopic Pregnancy Removal', 'Endosurgery', 'Fistula Surgery', 'Gallbladder Removal', 'Hipato Biliary Surgery', 'Kidney Biopsies', 'Laparoscopic Hernial Repair', 'Laparoscopic Surgery', 'Liver Resection', 'Lymph Node Biopsy', 'Minor Surgery', 'Robotic Surgery', 'Testicle Correction Surgery', 'Tubal Ligation And Reversal', 'Hernia Repair Surgery']",1,1,0,0,0,0,0,0,0,0,NARAYANGANJ-1400
1883,Dr. Jannatul Ferdous,"['MBBS', 'BCS', 'FCPS']","Gynecologist & Obstetrician
Surgeon",22,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,1,0,0,0,0,0,0,0,NARAYANGANJ-1400
1884,Dr. Md. Mushfiqur Rahman Sumon,"['MBBS', 'DLO']",Otolaryngologists (ENT),18,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Adenoiditis', 'Allergies', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Cholesteatoma']",1,0,0,0,0,0,0,0,0,0,NARAYANGANJ-1400
1885,Dr. Md. Abu Kawsar,"['MBBS', 'BCS', 'FCPS', 'FCPS', 'MD', 'PGT']","Anesthesiologist
Critical Care Specialist",23,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Arthritis And Pain Management', 'Asthma', 'Cardiac Anesthesia', 'Epilepsy', 'General Anesthesia', 'Geriatric Anesthesia', 'Hypertension (High Blood Pressure)', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Obstructive Sleep Apnea (Osa)', 'Pediatric Anesthesia', 'Regional Anesthesia', 'Spinal Anesthesia', 'Stroke', 'Trauma Anesthesia', 'Maxillary Nerve Block']",1,1,1,1,0,0,0,1,0,0,NARAYANGANJ-1400
1886,Dr. M M Mahmudul Hossain,['MBBS'],General Physician,24,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Aesthetic Medicine', ""Alzheimer'S Disease"", 'Arthritis Problem', 'General Medicine', 'Geriatric Medicine', 'Heart Diseases', 'Infectious Diseases', 'Influenza (Common Cold)', 'Neonatal Medicine', ""Parkinson'S Disease"", 'Pediatric Medicine', 'Trauma And Wound Care', 'Trouble Sleeping', 'Vaccination / Immunization', 'Adolescent Medicine']",1,0,0,0,0,0,0,0,0,0,NARAYANGANJ-1400
1887,Dr. A. S. M. Imran,"['BDS', 'FCPS']",Maxillofacial and Dental Surgeon,19,MediLife Diagnostic & Consultation Center | Narayangonj, Narayanganj-1400,"['Cavities (Tooth Decay)', 'Dental Caries', 'Dental Implants', 'Dental Implants', 'Dry Mouth', 'Impacted Teeth', 'Impacted Teeth', 'Improve Jaw Function', 'Mouth Tumors', 'Periodontal Disease', 'Salivary Gland Disorders', 'Sensitive Teeth', 'Temporomandibular Joint (Tmj)', 'Treat Oral Diseases', 'Orthodontics']",0,1,0,0,0,0,0,0,1,0,NARAYANGANJ-1400
1888,Dr. Muhammad Zahidul Islam,"['MBBS', 'DDV']",Dermatologist,21,Super Medical Hospital Ltd., Dhaka-1340,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,0,DHAKA-1340
1889,Dr. Parvez Salman Chowdhury,"['MBBS', 'DDV']",Dermatologist,26,Super Medical Hospital Ltd., Dhaka-1340,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,0,DHAKA-1340
1890,Dr. Md. Imdadul Haque,"['MBBS', 'DD (THAILAND/JAPAN)', 'FRSH (LONDON)']",Dermatologist,28,Super Medical Hospital Ltd., Dhaka-1340,"['Acne Problems', 'Alopecia Areata', 'Atopic Dermatitis Treatment', 'Dermatitis Treatment', 'Eczema', 'Herpes Simplex (Cold Sores)', 'Herpes Zoster (Shingles)', 'Impetigo', 'Psoriasis Treatment', 'Rosacea', 'Skin Allergies', 'Treatment For Ringworm', 'Vitiligo', 'Warts', 'Cellulitis']",1,0,0,0,0,0,0,0,0,0,DHAKA-1340
1891,Asst. Prof. Dr. Md. Ashraful Islam,"['MBBS', 'PGT', 'DLO']",Otolaryngologists (ENT),22,Super Medical Hospital Ltd., Dhaka-1340,"['Adenoiditis', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Allergies']",1,0,0,0,0,0,0,1,0,0,DHAKA-1340
1892,Dr. Muhammad Rafiqul Islam,"['MBBS', 'BCS', 'DLO', 'FCPS']",Otolaryngologists (ENT),25,Super Medical Hospital Ltd., Dhaka-1340,"['Adenoiditis', 'Allergies', 'Cholesteatoma', 'Chronic Rhinitis', 'Conductive Hearing Loss', 'Deviated Septum', 'Head And Neck Tumor', 'Laryngitis', ""Meniere'S Disease"", 'Otitis Media (Middle Ear Infection)', 'Otosclerosis', 'Sinusitis', 'Surgery For Snoring', ""Swimmer'S Ear"", 'Tinnitus (Ringing In The Ears)', 'Tonsillitis Treatment', 'Laryngeal Papillomatosis']",1,1,1,0,0,0,0,0,0,0,DHAKA-1340
1893,Dr. Abdur Rahman Mia,"['MBBS', 'D-ORTHO']",Orthopedist,19,Super Medical Hospital Ltd., Dhaka-1340,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,0,0,0,0,0,0,0,0,DHAKA-1340
1894,Dr. Md. Mushfiqur Rahman,"['MBBS', 'BCS', 'D-ORTHO', 'MS']",Orthopedist,24,Super Medical Hospital Ltd., Dhaka-1340,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,1,0,1,0,0,0,0,0,DHAKA-1340
1895,Dr. Mohammad Hafiz Al-Ahsad Shohag,"['MBBS', 'BCS', 'D-ORTHO', 'PGT']",Orthopedist,22,Super Medical Hospital Ltd., Dhaka-1340,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,1,0,0,0,0,1,0,0,DHAKA-1340
1896,Dr. ATM Abdur Razzak,"['MBBS', 'MPH', 'D-ORTHO']",Orthopedist,19,Super Medical Hospital Ltd., Dhaka-1340,"['Achilles Tendonitis', 'Arthroscopy', ""Baker'S Cyst"", 'Cubital Tunnel Syndrome', 'Herniated Disc', 'Joint Mobilization', 'Knee Osteotomy', 'Knee Replacement', 'Ligament Sprains', 'Rheumatoid Arthritis', 'Spinal Disorders', 'Stress Fractures', 'Tennis Elbow', 'Trigger Finger']",1,0,0,0,0,0,0,0,0,1,DHAKA-1340
